"","Symbol","ensembl_id","top50","max_PropZero","PropZero_filter","rank_invar","Gene.Type","t","rank_invar_mathys","rank_invar_mathys_filter"
"36","TMEM88B","ENSG00000205116",FALSE,NA,FALSE,NA,NA,11.0970425438078,NA,NA
"37","VWA1","ENSG00000179403",TRUE,1,FALSE,NA,NA,41.4287041852725,NA,NA
"38","ATAD3C","ENSG00000215915",TRUE,1,FALSE,NA,NA,23.4327503439511,NA,NA
"39","ATAD3B","ENSG00000160072",TRUE,1,FALSE,NA,NA,65.4884960210395,NA,NA
"40","ATAD3A","ENSG00000197785",TRUE,1,FALSE,NA,NA,53.3243389747794,NA,NA
"41","TMEM240","ENSG00000205090",FALSE,NA,FALSE,NA,NA,17.4181717479906,NA,NA
"42","SSU72","ENSG00000160075",TRUE,0.9375,FALSE,NA,NA,62.4322728487515,NA,NA
"43","AL645728.1","ENSG00000215014",FALSE,NA,FALSE,NA,NA,25.7601397522851,NA,NA
"44","FNDC10","ENSG00000228594",FALSE,NA,FALSE,NA,NA,26.1752339606429,NA,NA
"45","AL691432.2","ENSG00000272106",FALSE,NA,FALSE,NA,NA,28.904066423381,NA,NA
"46","MIB2","ENSG00000197530",TRUE,0.971649484536082,FALSE,NA,NA,63.9230817848059,NA,NA
"47","MMP23B","ENSG00000189409",FALSE,NA,FALSE,NA,NA,13.186023197472,NA,NA
"48","CDK11B","ENSG00000248333",TRUE,0.88659793814433,FALSE,NA,NA,65.1610954214708,NA,NA
"49","FO704657.1","ENSG00000272004",FALSE,NA,FALSE,NA,NA,16.2707955484667,NA,NA
"50","SLC35E2B","ENSG00000189339",TRUE,0.939393939393939,FALSE,NA,NA,75.0998782083377,NA,NA
"51","CDK11A","ENSG00000008128",TRUE,0.9375,FALSE,NA,NA,51.3032610149669,NA,NA
"52","SLC35E2A","ENSG00000215790",TRUE,0.91,FALSE,NA,NA,72.3576629983843,NA,NA
"53","NADK","ENSG00000008130",TRUE,0.93957242582897,FALSE,NA,NA,57.5072627442516,NA,NA
"54","GNB1","ENSG00000078369",TRUE,0.493606138107417,TRUE,310,NA,163.161275528583,410.5,450
"55","AL109917.1","ENSG00000231050",FALSE,NA,FALSE,NA,NA,6.94851852848735,NA,NA
"56","CALML6","ENSG00000169885",FALSE,NA,FALSE,NA,NA,8.8294079289571,NA,NA
"57","TMEM52","ENSG00000178821",FALSE,NA,FALSE,NA,NA,10.8899113618197,NA,NA
"58","CFAP74","ENSG00000142609",TRUE,1,FALSE,NA,NA,51.8713530714694,NA,NA
"59","AL391845.2","ENSG00000233542",FALSE,NA,FALSE,NA,NA,13.4988842264725,NA,NA
"60","GABRD","ENSG00000187730",TRUE,1,FALSE,NA,NA,61.1346235455675,NA,NA
"61","PRKCZ","ENSG00000067606",TRUE,0.979051819184123,FALSE,NA,NA,128.335904897851,NA,NA
"62","AL590822.2","ENSG00000271806",FALSE,NA,FALSE,NA,NA,15.9750941366749,NA,NA
"63","PRKCZ-AS1","ENSG00000182873",FALSE,NA,FALSE,NA,NA,6.4124464523613,NA,NA
"64","FAAP20","ENSG00000162585",TRUE,1,FALSE,NA,NA,38.522184022054,NA,NA
"65","AL590822.1","ENSG00000234396",FALSE,NA,FALSE,NA,NA,18.6675957537009,NA,NA
"66","SKI","ENSG00000157933",TRUE,0.834642233856894,FALSE,NA,NA,113.80396927171,NA,NA
"67","MORN1","ENSG00000116151",TRUE,1,FALSE,NA,NA,70.7433019734307,NA,NA
"68","RER1","ENSG00000157916",TRUE,0.91,FALSE,NA,NA,65.5837560228478,NA,NA
"69","PEX10","ENSG00000157911",TRUE,1,FALSE,NA,NA,38.2291790075746,NA,NA
"70","PLCH2","ENSG00000149527",TRUE,1,FALSE,NA,NA,63.1729622654515,NA,NA
"71","PANK4","ENSG00000157881",FALSE,NA,FALSE,NA,NA,40.062075818751,NA,NA
"72","HES5","ENSG00000197921",FALSE,NA,FALSE,NA,NA,19.1554259677762,NA,NA
"73","AL139246.5","ENSG00000272449",FALSE,NA,FALSE,NA,NA,30.999550068715,NA,NA
"74","TNFRSF14","ENSG00000157873",FALSE,NA,FALSE,NA,NA,20.1675143867854,NA,NA
"75","FAM213B","ENSG00000157870",FALSE,NA,FALSE,NA,NA,32.3466099387245,NA,NA
"76","MMEL1","ENSG00000142606",FALSE,NA,FALSE,NA,NA,11.7400133556724,NA,NA
"77","TTC34","ENSG00000215912",FALSE,NA,FALSE,NA,NA,34.6309421135926,NA,NA
"78","LINC00982","ENSG00000177133",FALSE,NA,FALSE,NA,NA,30.800776287325,NA,NA
"79","PRDM16","ENSG00000142611",TRUE,1,FALSE,NA,NA,53.0611012399145,NA,NA
"80","ARHGEF16","ENSG00000130762",FALSE,NA,FALSE,NA,NA,9.49000617136594,NA,NA
"81","MEGF6","ENSG00000162591",FALSE,NA,FALSE,NA,NA,19.3183825988571,NA,NA
"82","AL513320.1","ENSG00000238260",FALSE,NA,FALSE,NA,NA,15.5936739319958,NA,NA
"83","TPRG1L","ENSG00000158109",TRUE,1,FALSE,NA,NA,41.2910121924553,NA,NA
"84","WRAP73","ENSG00000116213",TRUE,1,FALSE,NA,NA,44.0454965310178,NA,NA
"85","TP73","ENSG00000078900",FALSE,NA,FALSE,NA,NA,7.80065709078709,NA,NA
"86","LRRC47","ENSG00000130764",TRUE,1,FALSE,NA,NA,49.6673281638802,NA,NA
"87","CEP104","ENSG00000116198",TRUE,0.877442273534636,FALSE,NA,NA,98.3538155916424,NA,NA
"88","DFFB","ENSG00000169598",TRUE,0.967741935483871,FALSE,NA,NA,70.4525789310009,NA,NA
"89","C1orf174","ENSG00000198912",FALSE,NA,FALSE,NA,NA,32.6480513879857,NA,NA
"90","LINC01134","ENSG00000236423",FALSE,NA,FALSE,NA,NA,14.1197204432241,NA,NA
"91","LINC01346","ENSG00000233304",FALSE,NA,FALSE,NA,NA,9.68948857381045,NA,NA
"92","AL805961.1","ENSG00000284668",FALSE,NA,FALSE,NA,NA,11.6046328047028,NA,NA
"93","AL805961.2","ENSG00000284703",FALSE,NA,FALSE,NA,NA,11.7305933225597,NA,NA
"94","AJAP1","ENSG00000196581",TRUE,1,FALSE,NA,NA,115.879979887149,NA,NA
"95","AL365255.1","ENSG00000236948",TRUE,1,FALSE,NA,NA,52.7306304028048,NA,NA
"96","NPHP4","ENSG00000131697",TRUE,0.96969696969697,FALSE,NA,NA,110.29508181733,NA,NA
"97","KCNAB2","ENSG00000069424",TRUE,0.964986468200271,FALSE,NA,NA,104.143543461979,NA,NA
"98","CHD5","ENSG00000116254",TRUE,1,FALSE,NA,NA,63.2144616065425,NA,NA
"99","RPL22","ENSG00000116251",TRUE,0.967741935483871,FALSE,NA,NA,62.0325324014086,NA,NA
"100","RNF207","ENSG00000158286",TRUE,1,FALSE,NA,NA,56.3148100478188,NA,NA
"101","ICMT","ENSG00000116237",TRUE,1,FALSE,NA,NA,44.921724311801,NA,NA
"102","GPR153","ENSG00000158292",FALSE,NA,FALSE,NA,NA,33.0318692597492,NA,NA
"103","ACOT7","ENSG00000097021",TRUE,0.979674796747967,FALSE,NA,NA,103.580156768979,NA,NA
"104","AL031848.2","ENSG00000271746",FALSE,NA,FALSE,NA,NA,12.4056696025759,NA,NA
"105","HES2","ENSG00000069812",FALSE,NA,FALSE,NA,NA,9.15687345243721,NA,NA
"106","ESPN","ENSG00000187017",FALSE,NA,FALSE,NA,NA,15.614157061193,NA,NA
"107","TNFRSF25","ENSG00000215788",TRUE,1,FALSE,NA,NA,62.7536394301047,NA,NA
"108","PLEKHG5","ENSG00000171680",TRUE,0.995394736842105,FALSE,NA,NA,66.8151096314694,NA,NA
"109","NOL9","ENSG00000162408",TRUE,0.88265306122449,FALSE,NA,NA,86.0869429676376,NA,NA
"110","TAS1R1","ENSG00000173662",FALSE,NA,FALSE,NA,NA,22.3955586246322,NA,NA
"111","ZBTB48","ENSG00000204859",TRUE,0.967741935483871,FALSE,NA,NA,54.3639103354372,NA,NA
"112","KLHL21","ENSG00000162413",TRUE,1,FALSE,NA,NA,53.4798750047995,NA,NA
"113","PHF13","ENSG00000116273",FALSE,NA,FALSE,NA,NA,31.1849829571588,NA,NA
"114","THAP3","ENSG00000041988",FALSE,NA,FALSE,NA,NA,32.6727397514448,NA,NA
"115","DNAJC11","ENSG00000007923",TRUE,0.893939393939394,FALSE,NA,NA,96.6386400499887,NA,NA
"116","CAMTA1-DT","ENSG00000237436",FALSE,NA,FALSE,NA,NA,14.7144140907512,NA,NA
"117","CAMTA1","ENSG00000171735",TRUE,0.681818181818182,TRUE,772,NA,200.038811020614,302,351
"118","AL512330.1","ENSG00000237365",FALSE,NA,FALSE,NA,NA,8.33773519217467,NA,NA
"119","AL359881.3","ENSG00000270171",FALSE,NA,FALSE,NA,NA,6.75165021810259,NA,NA
"120","AL359881.1","ENSG00000269978",FALSE,NA,FALSE,NA,NA,8.91900714921172,NA,NA
"121","VAMP3","ENSG00000049245",TRUE,0.96969696969697,FALSE,NA,NA,55.4036039531744,NA,NA
"122","PER3","ENSG00000049246",TRUE,0.939393939393939,FALSE,NA,NA,108.520004370151,NA,NA
"123","Z98884.1","ENSG00000236266",FALSE,NA,FALSE,NA,NA,16.3218540746782,NA,NA
"124","UTS2","ENSG00000049247",FALSE,NA,FALSE,NA,NA,10.6141052346578,NA,NA
"125","TNFRSF9","ENSG00000049249",FALSE,NA,FALSE,NA,NA,9.44815042588794,NA,NA
"126","PARK7","ENSG00000116288",TRUE,0.932397959183674,FALSE,NA,NA,61.1532027342976,NA,NA
"127","AL034417.4","ENSG00000284747",FALSE,NA,FALSE,NA,NA,17.4285639396205,NA,NA
"128","AL034417.3","ENSG00000284716",FALSE,NA,FALSE,NA,NA,13.6570744399121,NA,NA
"129","ERRFI1","ENSG00000116285",TRUE,1,FALSE,NA,NA,72.8413082596248,NA,NA
"130","AL034417.2","ENSG00000238290",FALSE,NA,FALSE,NA,NA,33.1060674351319,NA,NA
"131","SLC45A1","ENSG00000162426",TRUE,1,FALSE,NA,NA,58.2442109583312,NA,NA
"132","RERE","ENSG00000142599",TRUE,0.303030303030303,TRUE,867,NA,267.602439235525,135,137
"133","AL096855.1","ENSG00000232912",FALSE,NA,FALSE,NA,NA,22.5926991751754,NA,NA
"134","ENO1","ENSG00000074800",TRUE,0.9375,FALSE,NA,NA,90.1372485153168,NA,NA
"135","ENO1-AS1","ENSG00000230679",FALSE,NA,FALSE,NA,NA,9.18112889481259,NA,NA
"136","CA6","ENSG00000131686",FALSE,NA,FALSE,NA,NA,9.82541198155252,NA,NA
"137","SLC2A7","ENSG00000197241",FALSE,NA,FALSE,NA,NA,8.82820710422886,NA,NA
"138","SLC2A5","ENSG00000142583",TRUE,1,FALSE,NA,NA,31.2758420013122,NA,NA
"139","GPR157","ENSG00000180758",FALSE,NA,FALSE,NA,NA,20.7496238562279,NA,NA
"140","MIR34AHG","ENSG00000228526",TRUE,0.992989892403,FALSE,NA,NA,48.8781601162133,NA,NA
"141","LINC01759","ENSG00000234546",FALSE,NA,FALSE,NA,NA,24.487579008075,NA,NA
"142","H6PD","ENSG00000049239",TRUE,0.875,FALSE,NA,NA,74.2028712642592,NA,NA
"143","SPSB1","ENSG00000171621",TRUE,1,FALSE,NA,NA,46.0756158013546,NA,NA
"144","AL928921.2","ENSG00000284693",FALSE,NA,FALSE,NA,NA,16.0072018687986,NA,NA
"145","SLC25A33","ENSG00000171612",TRUE,0.96875,FALSE,NA,NA,72.3343927541113,NA,NA
"146","TMEM201","ENSG00000188807",FALSE,NA,FALSE,NA,NA,38.5054518481695,NA,NA
"147","PIK3CD","ENSG00000171608",TRUE,1,FALSE,NA,NA,36.6812694827078,NA,NA
"148","PIK3CD-AS2","ENSG00000231789",FALSE,NA,FALSE,NA,NA,12.1245460462293,NA,NA
"149","CLSTN1","ENSG00000171603",TRUE,0.8125,FALSE,NA,NA,128.6310617449,NA,NA
"150","CTNNBIP1","ENSG00000178585",TRUE,0.90625,FALSE,NA,NA,74.7721530952113,NA,NA
"151","LZIC","ENSG00000162441",TRUE,0.925399644760213,FALSE,NA,NA,58.7348557615804,NA,NA
"152","NMNAT1","ENSG00000173614",TRUE,0.96875,FALSE,NA,NA,63.6586036568099,NA,NA
"153","RBP7","ENSG00000162444",FALSE,NA,FALSE,NA,NA,21.9936851218689,NA,NA
"154","UBE4B","ENSG00000130939",TRUE,0.71875,TRUE,390,NA,170.478370932587,674,709.5
"155","KIF1B","ENSG00000054523",TRUE,0.701030927835051,TRUE,841,NA,276.326855315292,283.5,350
"156","AL139424.3","ENSG00000284735",FALSE,NA,FALSE,NA,NA,24.5819414984559,NA,NA
"157","AL139424.2","ENSG00000284642",FALSE,NA,FALSE,NA,NA,37.629457656121,NA,NA
"158","PGD","ENSG00000142657",TRUE,1,FALSE,NA,NA,55.9343705121776,NA,NA
"159","CENPS-CORT","ENSG00000251503",FALSE,NA,FALSE,NA,NA,29.7810184677855,NA,NA
"160","DFFA","ENSG00000160049",TRUE,0.96969696969697,FALSE,NA,NA,66.5886619718699,NA,NA
"161","PEX14","ENSG00000142655",TRUE,0.81195462478185,FALSE,NA,NA,108.171152296558,NA,NA
"162","CASZ1","ENSG00000130940",FALSE,NA,FALSE,NA,NA,18.3264685473513,NA,NA
"163","AL139423.1","ENSG00000272078",FALSE,NA,FALSE,NA,NA,15.2822990571,NA,NA
"164","C1orf127","ENSG00000175262",FALSE,NA,FALSE,NA,NA,8.20023664694732,NA,NA
"165","TARDBP","ENSG00000120948",FALSE,NA,FALSE,NA,NA,20.3908081587422,NA,NA
"166","AL109811.4","ENSG00000277726",FALSE,NA,FALSE,NA,NA,36.1738833373445,NA,NA
"167","MASP2","ENSG00000009724",FALSE,NA,FALSE,NA,NA,29.5567993045198,NA,NA
"168","SRM","ENSG00000116649",TRUE,1,FALSE,NA,NA,56.9932556633797,NA,NA
"169","EXOSC10","ENSG00000171824",TRUE,0.90625,FALSE,NA,NA,84.0878517846146,NA,NA
"170","AL109811.1","ENSG00000226849",FALSE,NA,FALSE,NA,NA,26.7536629425326,NA,NA
"171","AL109811.2","ENSG00000230337",FALSE,NA,FALSE,NA,NA,10.3615118180213,NA,NA
"172","MTOR","ENSG00000198793",TRUE,0.787878787878788,FALSE,NA,NA,128.10679107743,NA,NA
"173","MTOR-AS1","ENSG00000225602",FALSE,NA,FALSE,NA,NA,7.80007620595157,NA,NA
"174","ANGPTL7","ENSG00000171819",FALSE,NA,FALSE,NA,NA,7.80953870118167,NA,NA
"175","UBIAD1","ENSG00000120942",TRUE,1,FALSE,NA,NA,55.8949532357717,NA,NA
"176","AL031291.1","ENSG00000284646",FALSE,NA,FALSE,NA,NA,11.4249794335494,NA,NA
"177","DISP3","ENSG00000204624",TRUE,1,FALSE,NA,NA,50.9677205132442,NA,NA
"178","AL031731.1","ENSG00000284708",FALSE,NA,FALSE,NA,NA,23.0420044478581,NA,NA
"179","FBXO2","ENSG00000116661",TRUE,1,FALSE,NA,NA,64.571582190976,NA,NA
"180","FBXO44","ENSG00000132879",TRUE,0.976027397260274,FALSE,NA,NA,76.2119558455035,NA,NA
"181","FBXO6","ENSG00000116663",FALSE,NA,FALSE,NA,NA,27.9114839340036,NA,NA
"182","MAD2L2","ENSG00000116670",FALSE,NA,FALSE,NA,NA,27.3800432398693,NA,NA
"183","DRAXIN","ENSG00000162490",FALSE,NA,FALSE,NA,NA,21.6654625681477,NA,NA
"184","AGTRAP","ENSG00000177674",FALSE,NA,FALSE,NA,NA,23.9547096048424,NA,NA
"185","C1orf167","ENSG00000215910",FALSE,NA,FALSE,NA,NA,10.6416382717969,NA,NA
"186","MTHFR","ENSG00000177000",TRUE,0.906649616368286,FALSE,NA,NA,79.401046326347,NA,NA
"187","CLCN6","ENSG00000011021",TRUE,0.924242424242424,FALSE,NA,NA,73.0471569567822,NA,NA
"188","NPPA-AS1","ENSG00000242349",FALSE,NA,FALSE,NA,NA,16.539063730812,NA,NA
"189","NPPA","ENSG00000175206",FALSE,NA,FALSE,NA,NA,8.25308473443708,NA,NA
"190","NPPB","ENSG00000120937",FALSE,NA,FALSE,NA,NA,5.28058148587077,NA,NA
"191","KIAA2013","ENSG00000116685",TRUE,0.951030927835051,FALSE,NA,NA,55.6163665113268,NA,NA
"192","PLOD1","ENSG00000083444",TRUE,0.96969696969697,FALSE,NA,NA,40.3563672702616,NA,NA
"193","MFN2","ENSG00000116688",TRUE,0.935483870967742,FALSE,NA,NA,77.0557434941162,NA,NA
"194","MIIP","ENSG00000116691",FALSE,NA,FALSE,NA,NA,39.6750934059319,NA,NA
"195","TNFRSF8","ENSG00000120949",FALSE,NA,FALSE,NA,NA,29.08597510105,NA,NA
"196","TNFRSF1B","ENSG00000028137",TRUE,0.997794928335171,FALSE,NA,NA,22.0357805314435,NA,NA
"197","VPS13D","ENSG00000048707",TRUE,0.5625,TRUE,394,NA,167.215317479603,377,370
"198","DHRS3","ENSG00000162496",TRUE,0.99738219895288,FALSE,NA,NA,43.0182186943495,NA,NA
"199","C1orf158","ENSG00000157330",FALSE,NA,FALSE,NA,NA,8.20587499788097,NA,NA
"200","LRRC38","ENSG00000162494",FALSE,NA,FALSE,NA,NA,18.6807042869503,NA,NA
"201","PDPN","ENSG00000162493",FALSE,NA,FALSE,NA,NA,26.807437046843,NA,NA
"202","PRDM2","ENSG00000116731",TRUE,0.70460358056266,TRUE,375,NA,148.999810039228,682.5,633.5
"203","KAZN","ENSG00000189337",TRUE,0.895204262877442,FALSE,NA,NA,123.557306714482,NA,NA
"204","KAZN-AS1","ENSG00000234593",FALSE,NA,FALSE,NA,NA,26.45588432733,NA,NA
"205","TMEM51-AS1","ENSG00000175147",FALSE,NA,FALSE,NA,NA,23.2991033101934,NA,NA
"206","TMEM51","ENSG00000171729",TRUE,1,FALSE,NA,NA,33.4344127162283,NA,NA
"207","C1orf195","ENSG00000204464",FALSE,NA,FALSE,NA,NA,8.56144539112404,NA,NA
"208","FHAD1","ENSG00000142621",FALSE,NA,FALSE,NA,NA,34.2923558695888,NA,NA
"209","AL031283.2","ENSG00000233485",FALSE,NA,FALSE,NA,NA,13.5018547236772,NA,NA
"210","AL031283.1","ENSG00000228140",FALSE,NA,FALSE,NA,NA,9.1310372473972,NA,NA
"211","EFHD2","ENSG00000142634",TRUE,0.995723684210526,FALSE,NA,NA,43.428669140074,NA,NA
"212","CTRC","ENSG00000162438",FALSE,NA,FALSE,NA,NA,4.29539313009818,NA,NA
"213","CELA2A","ENSG00000142615",FALSE,NA,FALSE,NA,NA,7.10741636556882,NA,NA
"214","CELA2B","ENSG00000215704",FALSE,NA,FALSE,NA,NA,14.611430742546,NA,NA
"215","CASP9","ENSG00000132906",TRUE,0.984848484848485,FALSE,NA,NA,64.1578171449773,NA,NA
"216","DNAJC16","ENSG00000116138",TRUE,0.924242424242424,FALSE,NA,NA,96.5525358052991,NA,NA
"217","AGMAT","ENSG00000116771",FALSE,NA,FALSE,NA,NA,20.0880005892897,NA,NA
"218","AL121992.1","ENSG00000237301",FALSE,NA,FALSE,NA,NA,20.8004185592631,NA,NA
"219","DDI2","ENSG00000197312",TRUE,0.935483870967742,FALSE,NA,NA,95.0541561083152,NA,NA
"220","PLEKHM2","ENSG00000116786",TRUE,0.903225806451613,FALSE,NA,NA,90.717860557427,NA,NA
"221","AL450998.3","ENSG00000237938",FALSE,NA,FALSE,NA,NA,11.9440337325321,NA,NA
"222","SLC25A34","ENSG00000162461",FALSE,NA,FALSE,NA,NA,36.0826782922601,NA,NA
"223","SLC25A34-AS1","ENSG00000224459",FALSE,NA,FALSE,NA,NA,11.6365684951893,NA,NA
"224","FBLIM1","ENSG00000162458",FALSE,NA,FALSE,NA,NA,20.6817364494356,NA,NA
"225","UQCRHL","ENSG00000233954",FALSE,NA,FALSE,NA,NA,16.4309335526641,NA,NA
"226","AL450998.2","ENSG00000179743",TRUE,0.984848484848485,FALSE,NA,NA,48.4071242848303,NA,NA
"227","SPEN","ENSG00000065526",TRUE,0.651515151515151,TRUE,793.5,NA,117.899478913044,506,502
"228","ZBTB17","ENSG00000116809",TRUE,0.940051020408163,FALSE,NA,NA,52.7372322167806,NA,NA
"229","FAM131C","ENSG00000185519",FALSE,NA,FALSE,NA,NA,22.9530601977649,NA,NA
"230","EPHA2","ENSG00000142627",FALSE,NA,FALSE,NA,NA,9.38407361572054,NA,NA
"231","ARHGEF19","ENSG00000142632",FALSE,NA,FALSE,NA,NA,7.87807961452938,NA,NA
"232","CPLANE2","ENSG00000132881",FALSE,NA,FALSE,NA,NA,15.2398941325712,NA,NA
"233","FBXO42","ENSG00000037637",TRUE,0.806451612903226,FALSE,NA,NA,132.541076240543,NA,NA
"234","SZRD1","ENSG00000055070",TRUE,0.96875,FALSE,NA,NA,61.0565319942722,NA,NA
"235","SPATA21","ENSG00000187144",FALSE,NA,FALSE,NA,NA,21.3671386681967,NA,NA
"236","NECAP2","ENSG00000157191",TRUE,0.96875,FALSE,NA,NA,48.0774422282298,NA,NA
"237","LINC01772","ENSG00000226029",FALSE,NA,FALSE,NA,NA,22.0172978434171,NA,NA
"238","AL137802.2","ENSG00000261135",FALSE,NA,FALSE,NA,NA,17.2297209546144,NA,NA
"239","NBPF1","ENSG00000219481",TRUE,0.939393939393939,FALSE,NA,NA,104.186327370222,NA,NA
"240","CROCC","ENSG00000058453",TRUE,0.848484848484849,FALSE,NA,NA,95.0156034437343,NA,NA
"241","BX284668.5","ENSG00000238142",FALSE,NA,FALSE,NA,NA,11.1468863635552,NA,NA
"242","BX284668.6","ENSG00000272426",FALSE,NA,FALSE,NA,NA,8.93838628795169,NA,NA
"243","AL049569.1","ENSG00000226526",FALSE,NA,FALSE,NA,NA,30.5345427703558,NA,NA
"244","ATP13A2","ENSG00000159363",TRUE,0.91,FALSE,NA,NA,93.7291089785018,NA,NA
"245","SDHB","ENSG00000117118",TRUE,0.9375,FALSE,NA,NA,88.5658166403046,NA,NA
"246","PADI2","ENSG00000117115",TRUE,1,FALSE,NA,NA,68.2116817425345,NA,NA
"247","PADI3","ENSG00000142619",FALSE,NA,FALSE,NA,NA,7.21911492236235,NA,NA
"248","PADI4","ENSG00000159339",FALSE,NA,FALSE,NA,NA,17.7218323258911,NA,NA
"249","PADI6","ENSG00000276747",FALSE,NA,FALSE,NA,NA,7.65642597911245,NA,NA
"250","RCC2","ENSG00000179051",TRUE,1,FALSE,NA,NA,57.6972841510384,NA,NA
"251","ARHGEF10L","ENSG00000074964",TRUE,1,FALSE,NA,NA,85.3581836718095,NA,NA
"252","AL136529.1","ENSG00000236648",FALSE,NA,FALSE,NA,NA,7.14386061454341,NA,NA
"253","ACTL8","ENSG00000117148",FALSE,NA,FALSE,NA,NA,8.61812650250994,NA,NA
"254","AL357509.1","ENSG00000284653",FALSE,NA,FALSE,NA,NA,8.33685107378068,NA,NA
"255","LINC01654","ENSG00000261781",FALSE,NA,FALSE,NA,NA,6.63478770247713,NA,NA
"256","IGSF21","ENSG00000117154",TRUE,1,FALSE,NA,NA,60.5188418902974,NA,NA
"257","IGSF21-AS1","ENSG00000230035",FALSE,NA,FALSE,NA,NA,5.26198085410872,NA,NA
"258","AL591896.1","ENSG00000225387",FALSE,NA,FALSE,NA,NA,5.96461881809053,NA,NA
"259","PAX7","ENSG00000009709",FALSE,NA,FALSE,NA,NA,15.0723456239687,NA,NA
"260","AL080251.1","ENSG00000255275",FALSE,NA,FALSE,NA,NA,9.23630456885903,NA,NA
"261","IFFO2","ENSG00000169991",TRUE,1,FALSE,NA,NA,43.2113799072582,NA,NA
"262","UBR4","ENSG00000127481",TRUE,0.709349593495935,TRUE,487,NA,135.825793849295,217,324
"263","AL035413.1","ENSG00000230424",TRUE,0.96875,FALSE,NA,NA,50.8185579222359,NA,NA
"264","EMC1","ENSG00000127463",TRUE,1,FALSE,NA,NA,65.7367926255345,NA,NA
"265","MRTO4","ENSG00000053372",TRUE,1,FALSE,NA,NA,52.259302711695,NA,NA
"266","AKR7A3","ENSG00000162482",FALSE,NA,FALSE,NA,NA,20.7834840699599,NA,NA
