"","Symbol","ensembl_id","top50","PropZero_filter","rank_invar"
"13300","AL590637.1","ENSG00000281186",FALSE,FALSE,NA
"13301","LINC00707","ENSG00000238266",FALSE,FALSE,NA
"13302","AL392086.1","ENSG00000234248",TRUE,FALSE,NA
"13303","SFMBT2","ENSG00000198879",TRUE,FALSE,NA
"13304","AL139125.1","ENSG00000232591",TRUE,FALSE,NA
"13305","ITIH5","ENSG00000123243",FALSE,FALSE,NA
"13306","ITIH2","ENSG00000151655",FALSE,FALSE,NA
"13307","KIN","ENSG00000151657",TRUE,FALSE,NA
"13308","ATP5F1C","ENSG00000165629",TRUE,FALSE,NA
"13309","TAF3","ENSG00000165632",TRUE,TRUE,465
"13310","AC025946.1","ENSG00000226990",FALSE,FALSE,NA
"13311","AL138775.1","ENSG00000224788",FALSE,FALSE,NA
"13312","AL583859.1","ENSG00000234306",FALSE,FALSE,NA
"13313","AL583859.2","ENSG00000270111",FALSE,FALSE,NA
"13314","SFTA1P","ENSG00000225383",FALSE,FALSE,NA
"13315","CELF2","ENSG00000048740",TRUE,FALSE,NA
"13316","CELF2-AS2","ENSG00000237986",TRUE,FALSE,NA
"13317","USP6NL","ENSG00000148429",TRUE,FALSE,NA
"13318","ECHDC3","ENSG00000134463",FALSE,FALSE,NA
"13319","PROSER2","ENSG00000148426",FALSE,FALSE,NA
"13320","PROSER2-AS1","ENSG00000225778",FALSE,FALSE,NA
"13321","UPF2","ENSG00000151461",TRUE,FALSE,NA
"13322","DHTKD1","ENSG00000181192",TRUE,FALSE,NA
"13323","SEC61A2","ENSG00000065665",TRUE,FALSE,NA
"13324","NUDT5","ENSG00000165609",TRUE,FALSE,NA
"13325","CDC123","ENSG00000151465",TRUE,FALSE,NA
"13326","AL512770.1","ENSG00000228302",FALSE,FALSE,NA
"13327","CAMK1D","ENSG00000183049",TRUE,FALSE,NA
"13328","CCDC3","ENSG00000151468",TRUE,FALSE,NA
"13329","OPTN","ENSG00000123240",TRUE,FALSE,NA
"13330","MCM10","ENSG00000065328",FALSE,FALSE,NA
"13331","PHYH","ENSG00000107537",FALSE,FALSE,NA
"13332","SEPHS1","ENSG00000086475",TRUE,FALSE,NA
"13333","BEND7","ENSG00000165626",TRUE,FALSE,NA
"13334","PRPF18","ENSG00000165630",TRUE,FALSE,NA
"13335","AL157392.5","ENSG00000282246",TRUE,FALSE,NA
"13336","FRMD4A","ENSG00000151474",TRUE,FALSE,NA
"13337","AL157392.4","ENSG00000273474",FALSE,FALSE,NA
"13338","AL157392.2","ENSG00000234091",FALSE,FALSE,NA
"13339","AC044781.1","ENSG00000229751",FALSE,FALSE,NA
"13340","AL157896.1","ENSG00000235410",FALSE,FALSE,NA
"13341","FAM107B","ENSG00000065809",TRUE,FALSE,NA
"13342","CDNF","ENSG00000185267",FALSE,FALSE,NA
"13343","HSPA14","ENSG00000187522",TRUE,FALSE,NA
"13344","AC069544.1","ENSG00000272853",FALSE,FALSE,NA
"13345","SUV39H2","ENSG00000152455",TRUE,FALSE,NA
"13346","DCLRE1C","ENSG00000152457",TRUE,FALSE,NA
"13347","MEIG1","ENSG00000197889",FALSE,FALSE,NA
"13348","OLAH","ENSG00000152463",FALSE,FALSE,NA
"13349","ACBD7","ENSG00000176244",FALSE,FALSE,NA
"13350","RPP38","ENSG00000152464",TRUE,FALSE,NA
"13351","NMT2","ENSG00000152465",TRUE,FALSE,NA
"13352","FAM171A1","ENSG00000148468",TRUE,FALSE,NA
"13353","AL607028.1","ENSG00000232739",FALSE,FALSE,NA
"13354","ITGA8","ENSG00000077943",TRUE,FALSE,NA
"13355","MINDY3","ENSG00000148481",TRUE,FALSE,NA
"13356","AL355339.1","ENSG00000226140",FALSE,FALSE,NA
"13357","PTER","ENSG00000165983",FALSE,FALSE,NA
"13358","C1QL3","ENSG00000165985",FALSE,FALSE,NA
"13359","RSU1","ENSG00000148484",TRUE,FALSE,NA
"13360","CUBN","ENSG00000107611",TRUE,FALSE,NA
"13361","AC067747.1","ENSG00000273153",FALSE,FALSE,NA
"13362","TRDMT1","ENSG00000107614",TRUE,FALSE,NA
"13363","VIM-AS1","ENSG00000229124",FALSE,FALSE,NA
"13364","VIM","ENSG00000026025",FALSE,FALSE,NA
"13365","ST8SIA6","ENSG00000148488",FALSE,FALSE,NA
"13366","ST8SIA6-AS1","ENSG00000204832",FALSE,FALSE,NA
"13367","HACD1","ENSG00000165996",TRUE,FALSE,NA
"13368","STAM-AS1","ENSG00000260589",FALSE,FALSE,NA
"13369","STAM","ENSG00000136738",TRUE,FALSE,NA
"13370","TMEM236","ENSG00000148483",FALSE,FALSE,NA
"13371","MRC1","ENSG00000260314",TRUE,FALSE,NA
"13372","SLC39A12","ENSG00000148482",TRUE,FALSE,NA
"13373","CACNB2","ENSG00000165995",TRUE,FALSE,NA
"13374","AL450384.2","ENSG00000240291",TRUE,FALSE,NA
"13375","NSUN6","ENSG00000241058",TRUE,FALSE,NA
"13376","ARL5B","ENSG00000165997",TRUE,FALSE,NA
"13377","MALRD1","ENSG00000204740",TRUE,FALSE,NA
"13378","AL157895.1","ENSG00000233968",FALSE,FALSE,NA
"13379","PLXDC2","ENSG00000120594",TRUE,FALSE,NA
"13380","AC069549.1","ENSG00000238246",FALSE,FALSE,NA
"13381","NEBL","ENSG00000078114",TRUE,FALSE,NA
"13382","NEBL-AS1","ENSG00000231920",FALSE,FALSE,NA
"13383","AL158209.1","ENSG00000230109",FALSE,FALSE,NA
"13384","CASC10","ENSG00000204682",FALSE,FALSE,NA
"13385","SKIDA1","ENSG00000180592",FALSE,FALSE,NA
"13386","MLLT10","ENSG00000078403",TRUE,TRUE,461.5
"13387","DNAJC1","ENSG00000136770",TRUE,FALSE,NA
"13388","AL158211.1","ENSG00000261671",FALSE,FALSE,NA
"13389","BMI1","ENSG00000168283",TRUE,FALSE,NA
"13390","SPAG6","ENSG00000077327",TRUE,FALSE,NA
"13391","AL513128.2","ENSG00000285254",FALSE,FALSE,NA
"13392","PIP4K2A","ENSG00000150867",TRUE,TRUE,283
"13393","ARMC3","ENSG00000165309",TRUE,FALSE,NA
"13394","MSRB2","ENSG00000148450",TRUE,FALSE,NA
"13395","C10orf67","ENSG00000179133",TRUE,FALSE,NA
"13396","OTUD1","ENSG00000165312",FALSE,FALSE,NA
"13397","KIAA1217","ENSG00000120549",TRUE,FALSE,NA
"13398","ARHGAP21","ENSG00000107863",TRUE,FALSE,NA
"13399","PRTFDC1","ENSG00000099256",TRUE,FALSE,NA
"13400","AL512598.1","ENSG00000273107",FALSE,FALSE,NA
"13401","ENKUR","ENSG00000151023",TRUE,FALSE,NA
"13402","THNSL1","ENSG00000185875",FALSE,FALSE,NA
"13403","LINC01516","ENSG00000231422",FALSE,FALSE,NA
"13404","GPR158-AS1","ENSG00000233642",FALSE,FALSE,NA
"13405","GPR158","ENSG00000151025",TRUE,FALSE,NA
"13406","LINC00836","ENSG00000280809",FALSE,FALSE,NA
"13407","AL358612.1","ENSG00000226304",FALSE,FALSE,NA
"13408","MYO3A","ENSG00000095777",TRUE,FALSE,NA
"13409","GAD2","ENSG00000136750",TRUE,FALSE,NA
"13410","APBB1IP","ENSG00000077420",TRUE,FALSE,NA
"13411","AL390961.1","ENSG00000234296",FALSE,FALSE,NA
"13412","PDSS1","ENSG00000148459",TRUE,FALSE,NA
"13413","ABI1","ENSG00000136754",TRUE,FALSE,NA
"13414","ANKRD26","ENSG00000107890",TRUE,FALSE,NA
"13415","YME1L1","ENSG00000136758",TRUE,FALSE,NA
"13416","MASTL","ENSG00000120539",TRUE,FALSE,NA
"13417","ACBD5","ENSG00000107897",TRUE,FALSE,NA
"13418","AL160291.1","ENSG00000262412",FALSE,FALSE,NA
"13419","RAB18","ENSG00000099246",TRUE,FALSE,NA
"13420","MKX","ENSG00000150051",TRUE,FALSE,NA
"13421","ARMC4","ENSG00000169126",FALSE,FALSE,NA
"13422","MPP7","ENSG00000150054",TRUE,FALSE,NA
"13423","AL358234.1","ENSG00000237128",FALSE,FALSE,NA
"13424","WAC-AS1","ENSG00000254635",TRUE,FALSE,NA
"13425","WAC","ENSG00000095787",TRUE,TRUE,260
"13426","BAMBI","ENSG00000095739",FALSE,FALSE,NA
"13427","LYZL1","ENSG00000120563",FALSE,FALSE,NA
"13428","SVIL","ENSG00000197321",TRUE,FALSE,NA
"13429","JCAD","ENSG00000165757",TRUE,FALSE,NA
"13430","MTPAP","ENSG00000107951",TRUE,FALSE,NA
"13431","MAP3K8","ENSG00000107968",FALSE,FALSE,NA
"13432","ZNF438","ENSG00000183621",TRUE,FALSE,NA
"13433","AL356258.1","ENSG00000272381",FALSE,FALSE,NA
"13434","ZEB1-AS1","ENSG00000237036",TRUE,FALSE,NA
"13435","ZEB1","ENSG00000148516",TRUE,FALSE,NA
"13436","AL161935.1","ENSG00000223834",FALSE,FALSE,NA
"13437","AL161935.3","ENSG00000237797",FALSE,FALSE,NA
"13438","ARHGAP12","ENSG00000165322",TRUE,FALSE,NA
"13439","KIF5B","ENSG00000170759",TRUE,FALSE,NA
"13440","EPC1","ENSG00000120616",TRUE,TRUE,151
"13441","AL391839.1","ENSG00000229327",FALSE,FALSE,NA
"13442","CCDC7","ENSG00000216937",TRUE,TRUE,71
"13443","AL365203.2","ENSG00000273038",FALSE,FALSE,NA
"13444","ITGB1","ENSG00000150093",TRUE,FALSE,NA
"13445","ITGB1-DT","ENSG00000229656",FALSE,FALSE,NA
"13446","NRP1","ENSG00000099250",TRUE,FALSE,NA
"13447","PARD3","ENSG00000148498",TRUE,FALSE,NA
"13448","PARD3-AS1","ENSG00000226386",FALSE,FALSE,NA
"13449","CUL2","ENSG00000108094",TRUE,FALSE,NA
"13450","AL392046.1","ENSG00000230534",FALSE,FALSE,NA
"13451","CREM","ENSG00000095794",TRUE,FALSE,NA
"13452","AL117336.1","ENSG00000233200",FALSE,FALSE,NA
"13453","CCNY","ENSG00000108100",TRUE,TRUE,264
"13454","AL117336.3","ENSG00000271335",TRUE,FALSE,NA
"13455","AL121749.1","ENSG00000273312",FALSE,FALSE,NA
"13456","FZD8","ENSG00000177283",FALSE,FALSE,NA
"13457","ANKRD30A","ENSG00000148513",FALSE,FALSE,NA
"13458","AL132657.1","ENSG00000226578",FALSE,FALSE,NA
"13459","ZNF248","ENSG00000198105",TRUE,FALSE,NA
"13460","AL135791.1","ENSG00000236514",FALSE,FALSE,NA
"13461","ZNF25","ENSG00000175395",TRUE,FALSE,NA
"13462","AL117337.1","ENSG00000226447",FALSE,FALSE,NA
"13463","ZNF33A","ENSG00000189180",TRUE,FALSE,NA
"13464","AL117339.5","ENSG00000283930",TRUE,FALSE,NA
"13465","AL133216.1","ENSG00000203496",FALSE,FALSE,NA
"13466","LINC00839","ENSG00000185904",FALSE,FALSE,NA
"13467","ZNF33B","ENSG00000196693",TRUE,FALSE,NA
"13468","AL022344.1","ENSG00000234864",FALSE,FALSE,NA
"13469","BMS1","ENSG00000165733",TRUE,FALSE,NA
"13470","RET","ENSG00000165731",FALSE,FALSE,NA
"13471","AC010864.1","ENSG00000273008",FALSE,FALSE,NA
"13472","CSGALNACT2","ENSG00000169826",TRUE,FALSE,NA
"13473","RASGEF1A","ENSG00000198915",TRUE,FALSE,NA
"13474","FXYD4","ENSG00000150201",FALSE,FALSE,NA
"13475","HNRNPF","ENSG00000169813",TRUE,FALSE,NA
"13476","AL450326.1","ENSG00000230555",FALSE,FALSE,NA
"13477","ZNF487","ENSG00000243660",TRUE,FALSE,NA
"13478","ZNF239","ENSG00000196793",TRUE,FALSE,NA
"13479","ZNF485","ENSG00000198298",FALSE,FALSE,NA
"13480","ZNF32-AS3","ENSG00000223910",FALSE,FALSE,NA
"13481","ZNF32","ENSG00000169740",TRUE,FALSE,NA
"13482","AL137026.1","ENSG00000229116",FALSE,FALSE,NA
"13483","C10orf142","ENSG00000277288",FALSE,FALSE,NA
"13484","CXCL12","ENSG00000107562",FALSE,FALSE,NA
"13485","AL356157.1","ENSG00000234580",FALSE,FALSE,NA
"13486","TMEM72-AS1","ENSG00000224812",TRUE,FALSE,NA
"13487","AL353801.1","ENSG00000223462",FALSE,FALSE,NA
"13488","RASSF4","ENSG00000107551",TRUE,FALSE,NA
"13489","DEPP1","ENSG00000165507",FALSE,FALSE,NA
"13490","C10orf25","ENSG00000165511",FALSE,FALSE,NA
"13491","ZNF22","ENSG00000165512",TRUE,FALSE,NA
"13492","AL358394.1","ENSG00000227683",FALSE,FALSE,NA
"13493","OR13A1","ENSG00000256574",FALSE,FALSE,NA
"13494","ALOX5","ENSG00000012779",TRUE,FALSE,NA
"13495","AL731567.1","ENSG00000231964",FALSE,FALSE,NA
"13496","MARCH8","ENSG00000165406",TRUE,FALSE,NA
"13497","ZFAND4","ENSG00000172671",TRUE,FALSE,NA
"13498","WASHC2C","ENSG00000172661",TRUE,FALSE,NA
"13499","AGAP4","ENSG00000188234",TRUE,FALSE,NA
"13500","TIMM23","ENSG00000265354",TRUE,FALSE,NA
"13501","NCOA4","ENSG00000266412",TRUE,FALSE,NA
"13502","LINC00842","ENSG00000285294",FALSE,FALSE,NA
"13503","GPRIN2","ENSG00000204175",FALSE,FALSE,NA
"13504","SYT15","ENSG00000204176",FALSE,FALSE,NA
"13505","AL356056.2","ENSG00000231187",TRUE,FALSE,NA
"13506","AL356056.1","ENSG00000229227",FALSE,FALSE,NA
"13507","PTPN20","ENSG00000204179",TRUE,FALSE,NA
"13508","GDF10","ENSG00000266524",FALSE,FALSE,NA
"13509","ZNF488","ENSG00000265763",TRUE,FALSE,NA
"13510","AL591684.1","ENSG00000224919",FALSE,FALSE,NA
"13511","AGAP9","ENSG00000204172",TRUE,FALSE,NA
"13512","BX547991.1","ENSG00000264404",FALSE,FALSE,NA
"13513","FO681492.1","ENSG00000277758",FALSE,FALSE,NA
"13514","AC245041.2","ENSG00000276850",FALSE,FALSE,NA
"13515","FAM25C","ENSG00000276430",FALSE,FALSE,NA
"13516","FRMPD2","ENSG00000170324",TRUE,FALSE,NA
"13517","MAPK8","ENSG00000107643",TRUE,TRUE,190
"13518","ARHGAP22","ENSG00000128805",TRUE,FALSE,NA
"13519","AC068898.1","ENSG00000236800",FALSE,FALSE,NA
"13520","WDFY4","ENSG00000128815",TRUE,FALSE,NA
"13521","AC060234.1","ENSG00000226576",FALSE,FALSE,NA
"13522","VSTM4","ENSG00000165633",TRUE,FALSE,NA
"13523","TMEM273","ENSG00000204161",TRUE,FALSE,NA
"13524","DRGX","ENSG00000165606",FALSE,FALSE,NA
"13525","AL138760.1","ENSG00000235939",FALSE,FALSE,NA
"13526","ERCC6","ENSG00000225830",TRUE,FALSE,NA
"13527","CHAT","ENSG00000070748",FALSE,FALSE,NA
"13528","OGDHL","ENSG00000197444",TRUE,FALSE,NA
"13529","PARG","ENSG00000227345",TRUE,TRUE,725
"13530","TIMM23B","ENSG00000204152",TRUE,TRUE,244
"13531","LINC00843","ENSG00000178440",TRUE,FALSE,NA
"13532","AGAP6","ENSG00000204149",TRUE,FALSE,NA
"13533","WASHC2A","ENSG00000099290",TRUE,FALSE,NA
"13534","ASAH2","ENSG00000188611",FALSE,FALSE,NA
"13535","SGMS1","ENSG00000198964",TRUE,TRUE,261.5
"13536","SGMS1-AS1","ENSG00000226200",FALSE,FALSE,NA
"13537","ASAH2B","ENSG00000204147",FALSE,FALSE,NA
"13538","A1CF","ENSG00000148584",FALSE,FALSE,NA
"13539","PRKG1","ENSG00000185532",TRUE,FALSE,NA
"13540","AL731537.1","ENSG00000223502",FALSE,FALSE,NA
"13541","CSTF2T","ENSG00000177613",FALSE,FALSE,NA
"13542","PRKG1-AS1","ENSG00000236671",FALSE,FALSE,NA
"13543","LINC01468","ENSG00000231131",FALSE,FALSE,NA
"13544","AC074327.1","ENSG00000228651",TRUE,FALSE,NA
"13545","PCDH15","ENSG00000150275",TRUE,FALSE,NA
"13546","AL353784.1","ENSG00000234173",FALSE,FALSE,NA
"13547","ZWINT","ENSG00000122952",FALSE,FALSE,NA
"13548","IPMK","ENSG00000151151",TRUE,FALSE,NA
"13549","CISD1","ENSG00000122873",TRUE,FALSE,NA
"13550","UBE2D1","ENSG00000072401",TRUE,FALSE,NA
"13551","TFAM","ENSG00000108064",TRUE,FALSE,NA
"13552","BICC1","ENSG00000122870",TRUE,FALSE,NA
"13553","LINC00844","ENSG00000237949",TRUE,FALSE,NA
"13554","PHYHIPL","ENSG00000165443",TRUE,FALSE,NA
"13555","FAM13C","ENSG00000148541",TRUE,FALSE,NA
"13556","AC025038.1","ENSG00000236556",FALSE,FALSE,NA
"13557","AC026391.1","ENSG00000235140",FALSE,FALSE,NA
"13558","SLC16A9","ENSG00000165449",TRUE,FALSE,NA
"13559","MRLN","ENSG00000227877",FALSE,FALSE,NA
"13560","CCDC6","ENSG00000108091",TRUE,FALSE,NA
"13561","ANK3","ENSG00000151150",TRUE,FALSE,NA
"13562","AL592430.1","ENSG00000232682",FALSE,FALSE,NA
"13563","RHOBTB1","ENSG00000072422",TRUE,FALSE,NA
"13564","LINC00845","ENSG00000227244",FALSE,FALSE,NA
"13565","TMEM26","ENSG00000196932",FALSE,FALSE,NA
"13566","TMEM26-AS1","ENSG00000237233",FALSE,FALSE,NA
"13567","CABCOCO1","ENSG00000183346",TRUE,FALSE,NA
"13568","AC022398.1","ENSG00000233643",FALSE,FALSE,NA
"13569","ARID5B","ENSG00000150347",TRUE,FALSE,NA
"13570","RTKN2","ENSG00000182010",FALSE,FALSE,NA
"13571","ZNF365","ENSG00000138311",TRUE,FALSE,NA
"13572","AL133417.1","ENSG00000238280",FALSE,FALSE,NA
"13573","ADO","ENSG00000181915",FALSE,FALSE,NA
"13574","EGR2","ENSG00000122877",FALSE,FALSE,NA
"13575","NRBF2","ENSG00000148572",TRUE,FALSE,NA
"13576","JMJD1C","ENSG00000171988",TRUE,TRUE,876
"13577","REEP3","ENSG00000165476",TRUE,FALSE,NA
"13578","AC022387.1","ENSG00000228566",TRUE,FALSE,NA
"13579","AC024600.1","ENSG00000224714",FALSE,FALSE,NA
"13580","LINC01515","ENSG00000228065",TRUE,FALSE,NA
"13581","CTNNA3","ENSG00000183230",TRUE,FALSE,NA
"13582","AC022017.1","ENSG00000273360",FALSE,FALSE,NA
"13583","LRRTM3","ENSG00000198739",TRUE,FALSE,NA
"13584","DNAJC12","ENSG00000108176",TRUE,FALSE,NA
"13585","AL133551.1","ENSG00000272892",FALSE,FALSE,NA
"13586","SIRT1","ENSG00000096717",TRUE,FALSE,NA
"13587","HERC4","ENSG00000148634",TRUE,TRUE,194
"13588","MYPN","ENSG00000138347",FALSE,FALSE,NA
"13589","ATOH7","ENSG00000179774",FALSE,FALSE,NA
"13590","AC016395.1","ENSG00000233590",FALSE,FALSE,NA
"13591","PBLD","ENSG00000108187",TRUE,FALSE,NA
"13592","HNRNPH3","ENSG00000096746",TRUE,FALSE,NA
"13593","RUFY2","ENSG00000204130",TRUE,FALSE,NA
"13594","DNA2","ENSG00000138346",TRUE,FALSE,NA
"13595","SLC25A16","ENSG00000122912",TRUE,FALSE,NA
"13596","TET1","ENSG00000138336",TRUE,FALSE,NA
"13597","CCAR1","ENSG00000060339",TRUE,TRUE,847
"13598","STOX1","ENSG00000165730",TRUE,FALSE,NA
"13599","DDX50","ENSG00000107625",TRUE,FALSE,NA
"13600","DDX21","ENSG00000165732",TRUE,FALSE,NA
"13601","KIF1BP","ENSG00000198954",TRUE,FALSE,NA
"13602","SRGN","ENSG00000122862",FALSE,FALSE,NA
"13603","VPS26A","ENSG00000122958",TRUE,FALSE,NA
"13604","SUPV3L1","ENSG00000156502",TRUE,FALSE,NA
"13605","AL596223.1","ENSG00000229261",FALSE,FALSE,NA
"13606","HKDC1","ENSG00000156510",FALSE,FALSE,NA
"13607","HK1","ENSG00000156515",TRUE,FALSE,NA
"13608","TACR2","ENSG00000075073",FALSE,FALSE,NA
"13609","TSPAN15","ENSG00000099282",TRUE,FALSE,NA
"13610","FAM241B","ENSG00000171224",FALSE,FALSE,NA
"13611","COL13A1","ENSG00000197467",FALSE,FALSE,NA
"13612","AC024601.1","ENSG00000224222",FALSE,FALSE,NA
"13613","H2AFY2","ENSG00000099284",TRUE,FALSE,NA
"13614","AIFM2","ENSG00000042286",TRUE,FALSE,NA
"13615","TYSND1","ENSG00000156521",TRUE,FALSE,NA
"13616","SAR1A","ENSG00000079332",TRUE,FALSE,NA
"13617","PPA1","ENSG00000180817",TRUE,FALSE,NA
"13618","NPFFR1","ENSG00000148734",TRUE,FALSE,NA
"13619","LRRC20","ENSG00000172731",TRUE,FALSE,NA
"13620","EIF4EBP2","ENSG00000148730",TRUE,FALSE,NA
"13621","NODAL","ENSG00000156574",FALSE,FALSE,NA
"13622","PALD1","ENSG00000107719",TRUE,FALSE,NA
"13623","ADAMTS14","ENSG00000138316",TRUE,FALSE,NA
"13624","SGPL1","ENSG00000166224",TRUE,FALSE,NA
"13625","PCBD1","ENSG00000166228",FALSE,FALSE,NA
"13626","AC073176.3","ENSG00000285300",FALSE,FALSE,NA
"13627","UNC5B","ENSG00000107731",TRUE,FALSE,NA
"13628","SLC29A3","ENSG00000198246",TRUE,FALSE,NA
"13629","CDH23","ENSG00000107736",TRUE,FALSE,NA
"13630","VSIR","ENSG00000107738",TRUE,FALSE,NA
"13631","PSAP","ENSG00000197746",TRUE,FALSE,NA
"13632","CHST3","ENSG00000122863",TRUE,FALSE,NA
"13633","SPOCK2","ENSG00000107742",TRUE,FALSE,NA
"13634","ASCC1","ENSG00000138303",TRUE,FALSE,NA
"13635","ANAPC16","ENSG00000166295",TRUE,TRUE,477.5
"13636","DDIT4","ENSG00000168209",FALSE,FALSE,NA
"13637","DNAJB12","ENSG00000148719",TRUE,FALSE,NA
"13638","MICU1","ENSG00000107745",TRUE,FALSE,NA
"13639","MCU","ENSG00000156026",TRUE,FALSE,NA
"13640","OIT3","ENSG00000138315",FALSE,FALSE,NA
"13641","PLA2G12B","ENSG00000138308",FALSE,FALSE,NA
"13642","P4HA1","ENSG00000122884",TRUE,FALSE,NA
"13643","AL731563.3","ENSG00000272630",FALSE,FALSE,NA
"13644","NUDT13","ENSG00000166321",FALSE,FALSE,NA
"13645","AC016394.2","ENSG00000272599",FALSE,FALSE,NA
"13646","ECD","ENSG00000122882",TRUE,FALSE,NA
"13647","FAM149B1","ENSG00000138286",TRUE,FALSE,NA
"13648","DNAJC9","ENSG00000213551",TRUE,FALSE,NA
"13649","DNAJC9-AS1","ENSG00000236756",FALSE,FALSE,NA
"13650","MRPS16","ENSG00000182180",TRUE,FALSE,NA
"13651","CFAP70","ENSG00000156042",TRUE,FALSE,NA
"13652","ANXA7","ENSG00000138279",TRUE,FALSE,NA
"13653","AL512656.1","ENSG00000233144",FALSE,FALSE,NA
"13654","MSS51","ENSG00000166343",TRUE,FALSE,NA
"13655","PPP3CB","ENSG00000107758",TRUE,FALSE,NA
"13656","USP54","ENSG00000166348",TRUE,FALSE,NA
"13657","AC073389.1","ENSG00000268584",FALSE,FALSE,NA
"13658","MYOZ1","ENSG00000177791",FALSE,FALSE,NA
"13659","SYNPO2L","ENSG00000166317",FALSE,FALSE,NA
"13660","AC073389.2","ENSG00000271848",TRUE,FALSE,NA
"13661","AGAP5","ENSG00000172650",TRUE,FALSE,NA
"13662","AC022400.6","ENSG00000272140",TRUE,FALSE,NA
"13663","SEC24C","ENSG00000176986",TRUE,FALSE,NA
"13664","FUT11","ENSG00000196968",TRUE,FALSE,NA
"13665","CHCHD1","ENSG00000172586",FALSE,FALSE,NA
"13666","ZSWIM8","ENSG00000214655",TRUE,FALSE,NA
"13667","AC022400.7","ENSG00000272916",FALSE,FALSE,NA
"13668","CAMK2G","ENSG00000148660",TRUE,FALSE,NA
"13669","AC022400.2","ENSG00000229990",FALSE,FALSE,NA
"13670","PLAU","ENSG00000122861",FALSE,FALSE,NA
"13671","C10orf55","ENSG00000222047",FALSE,FALSE,NA
"13672","VCL","ENSG00000035403",TRUE,FALSE,NA
"13673","AP3M1","ENSG00000185009",TRUE,FALSE,NA
"13674","ADK","ENSG00000156110",TRUE,TRUE,65
"13675","AC022540.1","ENSG00000232342",FALSE,FALSE,NA
"13676","KAT6B","ENSG00000156650",TRUE,TRUE,206
"13677","AC018511.2","ENSG00000234149",FALSE,FALSE,NA
"13678","SAMD8","ENSG00000156671",TRUE,FALSE,NA
"13679","VDAC2","ENSG00000165637",TRUE,FALSE,NA
"13680","COMTD1","ENSG00000165644",FALSE,FALSE,NA
"13681","ZNF503-AS1","ENSG00000226051",FALSE,FALSE,NA
"13682","AC010997.3","ENSG00000270087",TRUE,FALSE,NA
"13683","ZNF503-AS2","ENSG00000237149",FALSE,FALSE,NA
"13684","AC010997.5","ENSG00000273248",FALSE,FALSE,NA
"13685","AC010997.4","ENSG00000272692",FALSE,FALSE,NA
"13686","LRMDA","ENSG00000148655",TRUE,FALSE,NA
"13687","KCNMA1","ENSG00000156113",TRUE,FALSE,NA
"13688","KCNMA1-AS1","ENSG00000236467",FALSE,FALSE,NA
"13689","KCNMA1-AS3","ENSG00000225652",FALSE,FALSE,NA
"13690","AL450306.1","ENSG00000228748",FALSE,FALSE,NA
"13691","DLG5","ENSG00000151208",TRUE,FALSE,NA
"13692","POLR3A","ENSG00000148606",TRUE,FALSE,NA
"13693","RPS24","ENSG00000138326",TRUE,FALSE,NA
"13694","AC012560.1","ENSG00000282863",FALSE,FALSE,NA
"13695","ZMIZ1-AS1","ENSG00000224596",TRUE,FALSE,NA
"13696","ZMIZ1","ENSG00000108175",TRUE,FALSE,NA
"13697","PPIF","ENSG00000108179",FALSE,FALSE,NA
"13698","ZCCHC24","ENSG00000165424",TRUE,FALSE,NA
"13699","AL133481.1","ENSG00000235426",FALSE,FALSE,NA
"13700","EIF5AL1","ENSG00000253626",FALSE,FALSE,NA
"13701","SFTPA2","ENSG00000185303",FALSE,FALSE,NA
"13702","BX248123.1","ENSG00000226676",FALSE,FALSE,NA
"13703","AL132656.2","ENSG00000244733",FALSE,FALSE,NA
"13704","NUTM2B-AS1","ENSG00000225484",TRUE,TRUE,591
"13705","AL135925.1","ENSG00000272447",FALSE,FALSE,NA
"13706","SFTPD","ENSG00000133661",FALSE,FALSE,NA
"13707","SFTPD-AS1","ENSG00000273372",FALSE,FALSE,NA
"13708","TMEM254-AS1","ENSG00000230091",TRUE,FALSE,NA
"13709","TMEM254","ENSG00000133678",TRUE,FALSE,NA
"13710","PLAC9","ENSG00000189129",FALSE,FALSE,NA
"13711","ANXA11","ENSG00000122359",TRUE,FALSE,NA
"13712","LINC00857","ENSG00000237523",FALSE,FALSE,NA
"13713","MAT1A","ENSG00000151224",FALSE,FALSE,NA
"13714","DYDC1","ENSG00000170788",FALSE,FALSE,NA
"13715","DYDC2","ENSG00000133665",FALSE,FALSE,NA
"13716","FAM213A","ENSG00000122378",TRUE,FALSE,NA
"13717","TSPAN14","ENSG00000108219",TRUE,FALSE,NA
"13718","AC021028.1","ENSG00000226659",FALSE,FALSE,NA
"13719","SH2D4B","ENSG00000178217",FALSE,FALSE,NA
"13720","NRG3","ENSG00000185737",TRUE,FALSE,NA
"13721","AC010157.1","ENSG00000229458",FALSE,FALSE,NA
"13722","GHITM","ENSG00000165678",TRUE,FALSE,NA
"13723","CDHR1","ENSG00000148600",TRUE,FALSE,NA
"13724","RGR","ENSG00000148604",FALSE,FALSE,NA
"13725","LINC00858","ENSG00000229404",FALSE,FALSE,NA
"13726","CCSER2","ENSG00000107771",TRUE,TRUE,340
"13727","GRID1-AS1","ENSG00000234942",FALSE,FALSE,NA
"13728","GRID1","ENSG00000182771",TRUE,FALSE,NA
"13729","WAPL","ENSG00000062650",TRUE,TRUE,496
"13730","AL731569.1","ENSG00000227896",FALSE,FALSE,NA
